keytag,type,typecode,adname,tel,address,pname,biz_type,cityname,atag,name,location,rating,cost
川菜,餐饮服务;中餐厅;海鲜酒楼,050119,萧山区,0571-82824696;17367059848;18072925917,北干街道兴仪村明星路171号,浙江省,diner,杭州市,"酸辣土豆丝,川味回锅肉,黄瓜皮蛋汤,特色酸菜有机鱼,麻辣豆腐,卤鸭,农家小炒鸡,蛋炒饭,上汤螺丝,干锅茶树菇,红烧豆腐鱼,椒盐鸡翅,特色功夫鱼片,肉丝跑蛋,酱爆茄子,仔姜爆鸭,葱油花蛤,大份,凉拌牛肉,重庆辣子鸡,白切鸡,水煮肉片,千岛湖鱼头,椒盐明虾,红烧土猪脚,酸辣娃娃菜,辣椒菜,八宝油条,水煮鱼,川味毛血旺,干锅包菜,扬州炒饭,香辣小龙虾,尖椒炒蛋,肉丸菌菇汤,大果粒橙,香菇青菜,金针菇小炒,小炒肉,香酥蹄,秘制醉虾,糖醋里脊,千岛湖鱼块,干煸四季豆,红烧肥肠,干锅花菜,雪菜蘑菇,大盘豇豆,蒜泥空心菜,泡椒鸡杂,仔姜肉丝,尖椒皮蛋,凉拌猪耳朵,酱爆螺丝,地三鲜,炒粉丝,三丝本芹,小份,熬豆腐,清炒菠菜,特色菜,宫保鸡丁,小龙虾,鱼头,重庆毛血旺",幺妹鱼庄(明星路店),"120.248931,30.197324",4.7,67
重庆火锅,餐饮服务;中餐厅;火锅店,050117,上城区,19012865206,新塘路658号,浙江省,diner,杭州市,"菠萝冰,千丝豆干,黄瓜片片,鱼皮包下滑,酒酿冰豆花,炸牛蛙,腊肉汤圆,牛肉",赵美丽·重庆社区火锅·直营店(火车东站·中豪国际店),"120.223311,30.290880",4.7,106
鱼,餐饮服务;中餐厅;中餐厅,050100,萧山区,18667939673,北干街道市心中路299号,浙江省,diner,杭州市,"双人餐,酸菜鱼,麻辣水煮鱼,招牌酸菜鱼",川婆婆酸菜鱼(市心中路店),"120.266446,30.173449",4.7,73
重庆火锅,餐饮服务;中餐厅;火锅店,050117,萧山区,17348634419,北干街道子夜广场地面外围F11-05,浙江省,diner,杭州市,"脆糯开花牛黄喉,安格斯m7雪花肥牛,耙耙软糯猪脚,耙耙糯肥肠头,鲜切嫩牛肉,屠场鲜毛肚,糖蒜牛肉,三重辣麻辣锅底,老山城手工嫩滑肉,耙卤大拼盘,猪脚,雪花肥牛",山重浪重庆耙火锅(杭州萧山店),"120.262974,30.179243",4.7,59
川菜,餐饮服务;中餐厅;中餐厅,050100,临平区,18968003076,南苑街道新城路110号-1,浙江省,diner,杭州市,冒菜,孔岳冒菜(临平店),"120.305971,30.403541",4.7,50
川菜,餐饮服务;中餐厅;中餐厅,050100,上城区,0571-87257723,延安路292号四层415、417铺位,浙江省,diner,杭州市,"鸡肉,豆花水煮鱼,牛蛙,鸡爪,毛血旺,辛香汇钵钵鸡,大邑肥肠血旺",辛香汇·四川饭馆(工联CC店),"120.164552,30.254741",4.6,76
特色菜系,餐饮服务;中餐厅;四川菜(川菜),050102,桐庐县,15397049818,春江西路725号,浙江省,diner,杭州市,[],春江酸菜鱼馆(春江西路总店),"119.661324,29.760854",4.6,73
鱼火锅,餐饮服务;中餐厅;火锅店,050117,余杭区,19338819019;19700783525,"欧美广场,欧洲中T9(创景路地铁站B3口步行240米)",浙江省,diner,杭州市,"鲜活黄辣丁,千岛湖包头鱼,招牌健身美蛙,水库花鲢鱼头,正宗江团,美蛙,重庆火锅,美蛙鱼,美蛙鱼头,蛙蛙,鱼蛙,鱼头",齐庆·美蛙鱼头(EFC欧美广场店),"120.000697,30.282610",4.7,90
重庆火锅,餐饮服务;中餐厅;火锅店,050117,滨江区,16657137223,浦沿街道滨盛路3867号宝龙城2幢201室(可莎蜜儿旁),浙江省,diner,杭州市,双人餐,舒家大院老火锅(杭州市滨江区宝龙城店),"120.166375,30.189011",4.7,81
川菜,餐饮服务;中餐厅;中餐厅,050100,滨江区,18967980237,海威天地T2-111-112,浙江省,diner,杭州市,"素拼,蔬菜沙拉,香辣沸腾鱼,酥皮花生,川味口水鸡,牛蛙,香辣炝锅鱼,捞汁钉螺,麻辣酱鸭头,红糖糍耙,鲜香炝锅鱼,鱿鱼,小酥肉,皮蛋豆腐,配菜组合,月亮虾饼,柠檬凤爪,麻辣水煮鱼,川味口水鸡,老坛酸菜鱼",大苑丰炝锅鱼,"120.224988,30.200695",4.6,50
鱼,餐饮服务;中餐厅;中餐厅,050100,萧山区,19057292084,钱江世纪城钱江世纪公园A区2幢5单元(鸟鸟串串火锅隔壁),浙江省,diner,杭州市,"冷锅鱼,美蛙,美蛙鱼头",大塘集美蛙鱼头·冷锅鱼(钱江世纪城店),"120.242445,30.241644",4.7,89
火锅,餐饮服务;中餐厅;火锅店,050117,滨江区,13777814666,滨江天街铂金岛107号商铺,浙江省,diner,杭州市,老火锅,小舅妈社区老火锅(滨江天街店),"120.204811,30.200292",4.6,83
川菜,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,15336537656,东坡路251号靠近杭州湖滨银泰in77E区三楼,浙江省,diner,杭州市,"牛肉,鸡肉,辣子鸡,老坛酸菜鱼,和牛麻婆豆腐,山城毛血旺,鲜切水煮黄牛肉,水煮牛肉",马鸿兴·川小馆(杭州总店),"120.163378,30.251307",4.6,99
重庆火锅,餐饮服务;中餐厅;火锅店,050117,上城区,13456716616,艮山西路288号(东方豪生酒店东一楼),浙江省,diner,杭州市,"双人餐,牛肉,老火锅",蔡奋斗·老火锅(杭州首店),"120.189694,30.276107",4.7,79
火锅,餐饮服务;中餐厅;火锅店,050117,钱塘区,15505714444,下沙街道高沙社区152号一楼南,浙江省,diner,杭州市,"萝卜丝,鸭血,蟹柳,屠场毛肚,大刀腰片,黄喉,牛肉,鱿鱼,红糖糍粑,双人餐,老火锅",朱欢喜老火锅(高沙店),"120.335605,30.316646",4.7,68
串串香,餐饮服务;中餐厅;火锅店,050117,萧山区,0571-82659335;15382350506,北干街道金城路117号(博奥路地铁站B口步行80米),浙江省,diner,杭州市,"串串,冰粉,小酥肉",成都遇见你·串串吧(萧山店),"120.242963,30.182993",4.7,83
烤鱼,餐饮服务;中餐厅;中餐厅,050100,萧山区,18368179969,新开路898号维也纳国际酒店(杭州新农都地铁站店)旁边,浙江省,diner,杭州市,"大排档,烤鱼",重庆正宗万州烤鱼(萧山006成智店),"120.300632,30.202687",4.7,93
川菜,购物服务;购物相关场所;购物相关场所|餐饮服务;餐饮相关场所;餐饮相关,060000|050000,拱墅区,13083966713;18868740984,万达广场金街4幢2单元一楼156室,浙江省,[],杭州市,"双人餐,小龙虾,歌乐山辣子鸡,天府口水鸡,烤鱼",山城兄弟·重庆江湖菜·黑金店,"120.120803,30.330799",4.7,87
川菜,餐饮服务;中餐厅;四川菜(川菜),050102,滨江区,0571-85355711;19357360717,保利时光里一层内街108室,浙江省,diner,杭州市,"空运蘸水兔,老妈蹄花,鸡丝凉面,鲜椒花甲小海鲜,沸腾水煮鲜吊龙,花椒麻麻鱼,青椒新派毛血旺,小海鲜,五花肉,小炒黄牛肉,红烧肉,红糖糍粑,麻婆豆腐,陈陈年豆瓣酱回锅肉,回锅肉,夫妻肺片,辣子鸡",MAMA精致川菜(保利天汇店),"120.198635,30.182668",4.7,99
川菜,餐饮服务;中餐厅;中餐厅,050100,西湖区,17366636039,元和城市之星酒店西城店正门旁,浙江省,diner,杭州市,"素菜,麻婆豆腐,小酥肉,豆腐,鸡肉",川塘风乐山冷锅鱼美蛙鱼头,"120.104255,30.271410",4.7,100
烤鱼,餐饮服务;中餐厅;特色/地方风味餐厅,050118,拱墅区,15395828290;15906692663,杭行路666号万达金街1幢104室,浙江省,diner,杭州市,"红星路,大排档,小龙虾,杨枝甘露,烤鱼,双人餐",红星路·成都烤鱼(万达步行街店),"120.120718,30.331030",4.6,80
重庆火锅,餐饮服务;餐饮相关场所;餐饮相关,050000,滨江区,15558098043,"滨江银泰百货CD区正对面,星耀中心3幢1层大门口边阡陌路347号",浙江省,diner,杭州市,"火锅底料,蛋炒饭,豆皮,重庆火锅,麻辣牛肉,毛肚",重庆四间火锅(杭州首店),"120.223073,30.201328",4.7,13
火锅,餐饮服务;中餐厅;火锅店,050117,拱墅区,15658808094,祥符直街28号吉祥里滑板区,浙江省,diner,杭州市,"毛肚,老火锅,羊肉",觅香老火锅(杭州首店),"120.104805,30.325472",4.7,125
重庆火锅,餐饮服务;中餐厅;火锅店,050117,余杭区,13456890310,五常街道联胜路9号3120,浙江省,diner,杭州市,"毛肚,牛肉,炒饭,重庆火锅,蛋炒饭",渝妹重庆火锅,"120.032125,30.242057",4.7,70
川菜,餐饮服务;中餐厅;特色/地方风味餐厅,050118,萧山区,19057158167,盈丰街道杭州亚奥万象天地,浙江省,diner,杭州市,[],烤匠麻辣烤鱼(亚奥万象天地店),"120.247317,30.255668",4.6,75
川菜,餐饮服务;中餐厅;特色/地方风味餐厅,050118,滨江区,15372066905,江汉路1515号龙湖杭州滨江天街L5层,浙江省,diner,杭州市,[],烤匠麻辣烤鱼(滨江天街店),"120.202847,30.200897",4.6,65
川菜,餐饮服务;中餐厅;四川菜(川菜),050102,萧山区,0571-83888789,拱秀路206、208号,浙江省,diner,杭州市,"摆笼酸菜鱼,摆笼万州烤鱼,麻婆豆腐,酸菜鱼,精品毛血旺",摆笼酸菜鱼庄·精品川菜(拱秀路店),"120.275597,30.155667",4.7,76
重庆火锅,餐饮服务;中餐厅;火锅店,050117,余杭区,17376560821,仓前街道联创街706-201号,浙江省,diner,杭州市,"黄瓜片片,鱼皮包下滑,纯手工甜水面,搅拌后再嗦,手打嫩肉片,开花金耳菌,超级王炸,芋泥啵啵桶,18道重庆火锅必点菜,土猪肉酱肉包（5个）,屠宰场鲜毛肚,纯手工酸奶,暖胃好帮手,炸牛蛙,腊肉汤圆,枸杞巴掌腰花,王牌脆皮五花肉三件套,一起来涮肉（正宗重庆火锅）,每日现摊苕皮,菠萝冰,千丝豆干,咸蛋黄烧麦,碳水脑袋必点,王牌脆皮五花肉,一口满足的杏子冰茶,药膳蹄花汤,酒酿冰豆花,雅诗兰黛/芋泥冰汤圆,手作芋泥波波桶,鱼皮包虾滑,一整只现炸牛蛙,素菜,虾滑,重庆火锅,芋泥,鱼皮,双人餐",赵美丽.重庆社区火锅(EFC欧美广场店),"120.000436,30.282058",4.7,90
重庆火锅,餐饮服务;中餐厅;火锅店,050117,滨江区,15168219972,长河街道江南大道228号星光国际广场2幢(波司登/屈臣氏二楼),浙江省,diner,杭州市,[],薛飘飘火锅,"120.209472,30.207609",4.6,100
川菜,餐饮服务;中餐厅;中餐厅,050100,拱墅区,19357232796;4006092822,延安路杭州嘉里中心五楼L502(5楼左庭右院鲜牛肉火锅店铺斜对面),浙江省,diner,杭州市,"爆炒鲜牛肉,吮指鸡翅,冰激凌糍粑,酸菜鱼,双人餐",太二酸菜鱼(杭州嘉里中心店),"120.163216,30.259834",4.4,80
火锅,餐饮服务;中餐厅;火锅店,050117,拱墅区,19106593255,潮王路119号杭州农机大楼,浙江省,diner,杭州市,"大虾,重庆老火锅",任富贵重庆老火锅(杭州潮王路店),"120.158486,30.288011",4.6,106
川菜,餐饮服务;中餐厅;四川菜(川菜),050102,萧山区,13306520798,宁围街道钱江世纪城公园A区4幢5单元,浙江省,diner,杭州市,"杨枝甘露,烤鱼,钵钵鸡,陈麻婆豆腐",红星路·成都街头烤鱼·川菜·夜宵团建(钱江世纪城店),"120.241996,30.241660",4.6,73
火锅,餐饮服务;中餐厅;火锅店,050117,萧山区,15988181757,市心中路299号一楼(杭发厂地铁站A口步行350米),浙江省,diner,杭州市,"重庆手工菜3-4人餐,乳山大生蚝4+（2个）,【包间可用,手打黑虎虾,鲜牛尝鲜2-3人餐,新品尝鲜,老火锅,单人餐",十昌老火锅,"120.266490,30.173585",4.7,68
火锅,餐饮服务;中餐厅;火锅店,050117,滨江区,13116771180;13699569638,浦沿街道滨盛路3867号宝龙城商业街1-101号,浙江省,diner,杭州市,"牛蛙,鱼头,小酥肉",齐庆·美蛙鱼头火锅(滨江宝龙店),"120.168658,30.187686",4.6,76
川菜,餐饮服务;中餐厅;四川菜(川菜),050102,拱墅区,18157125859,展览东路150号杭州中心L6层,浙江省,diner,杭州市,"鸡肉,牛肉,水煮牛肉,鲜切水煮黄牛肉,山城毛血旺,和牛麻婆豆腐",馬鸿興·川小馆(杭州中心店),"120.166050,30.272539",4.7,95
四川火锅,餐饮服务;中餐厅;火锅店|餐饮服务;中餐厅;四川菜(川菜),050117|050102,拱墅区,0571-85191962,凤起路80号(建国北路地铁站D口步行140米),浙江省,diner,杭州市,"老成都火锅,酸菜鱼,毛血旺,极品羔羊肉,特级肥牛,麻辣鱼,香辣小龙虾,口水鸡,脆嫩毛肚,玉米烙,馋嘴蛙,夫妻肺片,牛肉滑,冰桔茶,鲜虾丸,毛肚,蛋炒饭,牛肉,素菜,肥牛,毛血旺,停不下来的酸菜鱼",川味观(凤起店),"120.178677,30.264807",4.7,80
串串香,餐饮服务;中餐厅;火锅店,050117,拱墅区,18069768260,屏风街110号(中河北路与百井坊巷交叉口),浙江省,diner,杭州市,"红糖糍粑,成都串串香招牌底,老妈蹄花,冒脑花,豌杂小面,唯怡豆奶,付氏冰粉,桂花酸梅汤,红油抄手,夫妻肺片,冒鸭血,重庆小酥肉,冒鸭肠,芝之丸,川北凉粉,跷脚牛肉,红油抄手,串串,双人餐,牛肉",付小姐在成都(杭州总店),"120.168659,30.267122",4.6,76
中餐,餐饮服务;餐饮相关场所;餐饮相关,050000,滨江区,19157712829,保利·时光里(聚才路地铁站C口步行60米),浙江省,diner,杭州市,"九秒腰花,双人餐,儿时辣子鸡,爆炒腰花",喜贡·爆炒川菜(保利·时光里店),"120.197496,30.182116",4.6,58
重庆火锅,餐饮服务;中餐厅;火锅店,050117,西湖区,19357539801,紫荆北路188号4幢181号,浙江省,diner,杭州市,老火锅,马厂老火锅(杭州首店),"120.092586,30.306596",4.6,114
川菜,餐饮服务;中餐厅;四川菜(川菜),050102,西湖区,18867537688,转江街200号(超成金座),浙江省,diner,杭州市,"排骨,猪脚,黄牛肉,蟹肉",撒椒川念餐厅(转江街店),"120.070799,30.159292",4.6,96
川菜,餐饮服务;餐饮相关场所;餐饮相关,050000,拱墅区,13890068994,绍兴路534号负一层101-8,浙江省,diner,杭州市,"辣子鸡,麻婆豆腐,肥肠,鱼香肉丝,特色菜,辣子鸡",自贡盐帮菜,"120.158333,30.309460",4.7,88
川菜,餐饮服务;中餐厅;四川菜(川菜),050102,拱墅区,13456839797,石灰坝5号(潮王路地铁站B口步行230米),浙江省,diner,杭州市,"龙虾,辣子鸡,大川川味毛血旺",大川先生·龙虾·川菜(石灰坝店),"120.160129,30.292060",4.7,90
家常菜,餐饮服务;中餐厅;四川菜(川菜),050102,滨江区,15868841391,中赢云际一幢101,浙江省,diner,杭州市,"歌乐山辣子鸡,馋嘴麻麻鱼,小炒黄牛肉,汽锅蒸汽鱼头,霸王别姬,招牌金汤酸菜鱼,口水鸡,招牌金汤酸菜鱼,回锅肉,麻婆豆腐",山野饭堂.融合家常菜(滨江店),"120.204568,30.194185",4.7,47
川菜,餐饮服务;中餐厅;中餐厅,050100,上城区,18868756896,秋涛路178-2号,浙江省,diner,杭州市,"爆炒腰花,双人餐,家常菜,鱼香肉丝,水煮鱼,重庆辣子鸡,火爆腰花",巴渝川菜(秋涛路店),"120.177813,30.221392",4.7,80
火锅,餐饮服务;中餐厅;火锅店,050117,临平区,15970315937;17681856822,南苑街道新康家园东区37-38号,浙江省,diner,杭州市,"鲜切牛肉,牛肉,老火锅",嘻嘻哇噻老火锅,"120.298981,30.410698",4.7,113
串串香,餐饮服务;中餐厅;火锅店,050117,拱墅区,0571-86835593,武林路163号西湖D11美食城2楼205室(扶梯第一家),浙江省,diner,杭州市,自助火锅,渝签斤串串自助火锅(武林夜市店),"120.160844,30.262217",4.6,71
火锅,餐饮服务;中餐厅;火锅店,050117,余杭区,15394253769,靠近余杭塘路EFC欧洲中心T9(破店肥哈烧烤楼上)扶梯2楼,浙江省,diner,杭州市,"双人餐,牛肉",赵九记呱呱老火锅(EFC欧美广场店),"120.000744,30.282574",4.7,83
川菜,餐饮服务;中餐厅;中餐厅,050100,滨江区,19957292580,杭州滨江天街铂金岛外围114号,浙江省,diner,杭州市,"水煮鱼,米粉,玉米,酸菜鱼,鱿鱼,美丽水煮鱼,锅美丽酸菜鱼",锅美丽水煮鱼(龙湖杭州滨江天街店),"120.203902,30.200185",4.7,68
川菜,餐饮服务;中餐厅;中餐厅,050100,上城区,19357075922,长生路24号1楼18-2,浙江省,diner,杭州市,"爆炒腰花,跷脚牛肉,牛肉,火爆腰花",冯三孃川菜馆(湖滨直营店),"120.164688,30.256906",4.6,74
川菜,餐饮服务;中餐厅;四川菜(川菜),050102,钱塘区,0571-86972655;18739427729;19357213501,元成路98-2,浙江省,diner,杭州市,"香烤羊排,小炒黄牛肉,招牌红烧鱼头,老坛酸菜鱼,农夫烤鱼,剁椒鱼头,牛肉,鸡肉,小酥肉,酸菜鱼,熏鱼,全家福杭三鲜,东坡肉,老坛酸菜鱼",幺妹鱼庄(元成时代广场店),"120.344298,30.327566",4.7,79
川菜,餐饮服务;中餐厅;中餐厅,050100,西湖区,4006092822,古墩路1009号龙湖紫荆天街4楼A16-17号(4楼牛New寿喜烧对面),浙江省,diner,杭州市,"不辣的鲈鱼酸菜鱼,毛血旺,招牌鲈鱼酸菜鱼,泡椒活蛙,蒜香粉丝虾,香辣活蛙,超下饭小炒牛肉,双人餐,家常菜",太二酸菜鱼(杭州龙湖紫荆天街店),"120.091531,30.320540",4.5,80
川菜,餐饮服务;中餐厅;中餐厅,050100,拱墅区,19357155562,长寿路7-号(凤起路地铁站C4口步行260米),浙江省,diner,杭州市,"肥肠,土豆酱烧鸡,酒酿冰豆花,天花板辣芋儿鸡,炸牛蛙,腊肉汤圆,麻辣四川小小肠,冰渣豆花,杨梅荔枝饮,招牌芋儿鸡,招牌肥肠鸡,烧麦,玉米粑粑,重庆冰汤圆,黄瓜片片,鱼皮包下滑,龙虾,芋儿鸡,鸡汤饭,肥肠鸡,菠萝冰,鸡肉",石灰石烧鸡公(嘉里中心店),"120.161107,30.260821",4.7,75
川菜,餐饮服务;中餐厅;四川菜(川菜),050102,余杭区,15824158358;19106844127,联创街华夏之心商场18幢3楼305(魅KT5对面),浙江省,diner,杭州市,"飘香鱼,乌江鱼,水煮肉片,毛血旺,香辣虾,糯米排骨,夫妻肺片,回锅肉,口水鸡,酸菜蹄花,辣子鸡,麻辣牛肉,小炒黄牛肉,鸡肉,夫妻肺片,川味回锅肉,重庆辣子鸡,口水鸡,毛血旺,牛肉",渝少卿重庆飘香鱼正宗川菜(华夏之心店),"120.002907,30.282645",4.6,72
川菜,餐饮服务;中餐厅;四川菜(川菜),050102,滨江区,15068878313;4006092822,西兴街道启智街515号银泰百货B区五楼509号(5楼西塔老太太对面),浙江省,diner,杭州市,"不辣的鲈鱼酸菜鱼,毛血旺,蒜香粉丝虾,香辣活蛙,超下饭小炒牛肉,招牌鲈鱼酸菜鱼,泡椒活蛙,双人餐",太二酸菜鱼(杭州滨江银泰店),"120.221911,30.201955",4.4,80
中餐,餐饮服务;中餐厅;特色/地方风味餐厅,050118,萧山区,13588110282,盈丰街道泰宏巷26号(联合中心B座西北门旁),浙江省,diner,杭州市,"第三代小炒牛花腱,香醋滑土鸡蛋,娃哈哈土鸡汤,翡翠鲈鱼是头牌,火爆土猪肝,梅干菜青茄子,牛腩麻婆豆腐,金蒜粉丝虾,柴火嫩香干,九秒腰花,猛火爆炒一碗香,猪油渣炒时蔬,肉末葱白蒸蛋,辣椒炒肉,歌乐山辣子鸡,YYDS土豆丝,大排档,双人餐,土豆丝",喜贡·爆炒新桥三嫩(联合中心店),"120.254494,30.229806",4.6,49
川菜,餐饮服务;中餐厅;中餐厅,050100,拱墅区,13456785938,中山北路百井坊巷12号,浙江省,diner,杭州市,"豆腐,老坛酸菜鱼,香干回锅肉,辣子鸡,辣子鸡,鸡肉,老重庆毛血旺,双人餐,烤鱼",渝满堂川菜馆(百井坊巷店),"120.167662,30.266919",4.6,59
水产海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,拱墅区,0571-87912787,华中路164号(华丰路地铁站A口步行130米),浙江省,diner,杭州市,"豆腐,小龙虾,鸡米花,酸菜鱼,么妹烧鸡公,火锅,青菜,扇贝,糖醋排骨,酱猪蹄,红烧鱼头,板栗烧鸡,椒盐虾,跺脚鱼头,小炒肉,农夫烤鱼,羊排,龙虾,千岛湖鱼,鱼肉,家常菜,水煮大麻鱼,酸菜黑鱼,堂食,水煮肉片,酸菜鱼,水煮鱼",幺妹鱼庄(华丰分店),"120.203062,30.340580",4.6,70
川菜,餐饮服务;中餐厅;海鲜酒楼,050119,萧山区,15268168177,凤凰娱乐中心底楼西侧(近三江购物),浙江省,diner,杭州市,酸菜鱼,老四川平头酸菜鱼(衙前店),"120.407118,30.163240",4.5,99
川菜,餐饮服务;中餐厅;中餐厅,050100,滨江区,13221821552;13646714216,滨安路1181号王道公园1号楼西北角,浙江省,diner,杭州市,"口水鸡,素菜,辣子鸡,口水鸡,工作餐,鸡肉,鱼香肉丝,麻婆豆腐,回锅肉,重庆毛血旺",王道小乐惠,"120.180084,30.184689",4.7,78
川味小吃,餐饮服务;中餐厅;中餐厅,050100,上城区,15608107293,M158金座(闸弄口地铁站B口步行80米),浙江省,diner,杭州市,冒菜,肥悦冒菜,"120.191269,30.284447",4.7,36
川菜,餐饮服务;中餐厅;四川菜(川菜),050102,临安区,18072809385;18413259793,锦城街道广苑小区63号,浙江省,diner,杭州市,"凉拌木耳,盐水花生,酱爆螺丝,锡纸日本豆腐,特色烤鱼,刀拍黄瓜,清炒土豆丝,单人餐,特色烤鱼,烤鱼,龙虾",小米椒烤鱼坊(广苑小区店),"119.709865,30.230799",4.6,44
重庆火锅,餐饮服务;中餐厅;火锅店,050117,萧山区,0571-87077899;13732216557,明星路225号,浙江省,diner,杭州市,重庆火锅,味舵主重庆火锅(明星路店),"120.248976,30.198944",4.6,90
